content;Labels
Gk bisa login, disuruh klik link verifikasi, udah dapet linknya lamgsung diklik tpi kadaluarsa mulu, dicoba kirim ulang link diklik tetap kadaluarsa terus pdhl langsunf diklik gak lamaÂ²;Negative
ovo dalam hal pelayanan jelek sekali saya sudah berapa kali upgrate ga bisa terus gagal terus nlp ke custamer servis tetap sama jawabannya ga pernah ada beres malah minta data terus dan saya sudah cape foto ktp foto selfi dan lain lainnya udah hampir 5x tapi masih gagal juga. padahal saya cuman minta upgrate dan saya cuman mau tranfer uang saya yang ada di akun ovo agar bisa dipergunakan karna sedang butuh uang tapi sudah hampir 2 minggu ini belum ada kejelasan dari ovo. apk ovo memang jelek !!!;Negative
Kenapa sekarang transaksi di ovo susah ya ? Untuk log in aja susah harus pakai wifi . Kenapa kalau pakai data cuma muter2 terus, padahal sinyal kenceng, kuota ada .;Negative
Keren mempermudah transaksi jenis layanan manapun;Positive
Mantap transaksi juga lebih mudah dan gampang,,,semoga bisa buat transaksi apa aja;Positive
aplikasi terburuk yang pernah saya pakai, masak cuman sekali bertransaksi dan bertransaksi yang ke2 kali Uda gak bisa, beda sama aplikasi dana gak ada limit limit nya bertransaksi ke mana aja, Uda nyesal pernah pakai ni aplikasi;Negative
Punya sya tidak bisa lagi dibuka, pdahal saldo saya masih ada. Klo dibuka, muter2 terus. Tlong gimana solusinya;Negative
Ovo skrg hrs upgrade foto ktp selfi , isi data sampe nama org tua dll, emang mo pinjol kah .. Payaahh mo transfer jd susah Untung ada ovo yg lama dihp satunya jd bisa transaksi transfer... Makin maju bukannya makin bagus dan simpel malah repot, payaahh !!!!;Negative
Ovo gimana sih ,aku beli pulsa lima ribu gagal ,uang nya gak balik mana itu penting banget pulsa buat perpanjang masa aktif ðŸ˜¡ðŸ¤¬;Negative
Makin keren yaa aplikasinya.. tingkatkan terus yaa.. sukaa sama aplikasi ini;Positive
Saat masuk aplikasinya loading lamaaaaaaa buangett, untuk agency sebesar ovo sih ini jelek bangett performanya!;Negative
Setelah sekian lama akhirnya bisa juga di upgrade ke primer haduh,,makasih ya pihak ovo,;Positive
Tolong di perbaiki lagi knpa akun saya susah di buka... Ini gimanaa pihak aplikasi yg bertanggung jawab;Negative
Mau upgrade akun ke versi premiere, selalu saja gagal padahal sudah beberapa kali ngajuin upgrade akun tetap saja tidak berhasil. Tolong diperbaiki lagi;Negative
tolong dibenerin lagi aplikasinya, saya sudah ganti kartu masih gak bisa login tp klo pake wifi bisa..;Negative
Kecewa pernah transfer ke bank tdk bisa masuk saldo. Sudah konfirm ke Cs tetap tdk bisa masuk saldo. Akhirnya saldo saya hilang sia2 di ovo. Sangat mengecewakan;Negative
Gmna sihhh jelek bngt layanan apk ovo ini, mau di upgrade ke ovo premium gak bisa,mau transfer gak bisa.. disuruh foto ktp..ktp saja jelas pun tidak bisa masuk..di suruh foto ulang terus;Negative
Tidak dapat membantu untuk menutup akun lama dan membuat kecewa, sudah dijelaskan berulang kali tetap saja jawabannya.;Negative
Bug pin udh benar sidik jari benar gaa bisa masuk;Negative
Update baru bikin pusing. Tombol transfer hilang entah kemana. Aplikasi lelet saat login lemot banget. Hapus aja ini apk jelek banget;Negative
Tololng diperbaiki. Sudah kesekian kalinya masuk ovo gak bisa, pakai data seluler maupun wifi;Negative
Tidak bisa diakses pake wifi indihome, ampas sekali;Negative
Sistem buruk, susah transfer. Tolong perbaiki;Negative
Apps gak jelas transaksi slalu bermasalah dan lelet ditambah cs gk membantu;Negative
Gak bisa2 buat upgrade ke ovo premium,jadi gak bisa melakukan transaksi harus verifikasi ktp ke dukcapil karena data tidak sesuai, padahal udah banyak aplikasi lain yg saya gunakan untuk upgrade (contohnya gojek) menggunakan KTP dan hasilnya bisa semua, hanya di aplikasi ovo ini tidak bisa. Tolong diperbaiki lagi untuk pembacaan data nya!!;Negative
Sangat mudah dan praktis menggunakan aplikasi ovoðŸ˜˜ðŸ˜˜;Positive
Ini apk parah masih banyak bug nya,mau masuk aja susah,gimana mau transaksi ke resto jadi males mau makeknya tolong dong d perbaiki lagi biar mudah mengoperasikanya;Negative
Cepat, waktunya terlalu cepat. Sehingga saya ulang 3 kali..;Negative
Jalin kerja sama dunk dengn alfamart untuk pembayarannya. Biar lebih mudah.;Positive
"Makin ko makin buruk .. koneksi internet stabil, WiFi manteng untuk log-in juga lama banget .. bermenit"" baru bisa masuk... Di update bukannya makin bagus, malah turun.. Tolong dong di perbaiki lgi sebelum banyak yang kecewa sama apk nya ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤";Negative
pakai ovo sekarang ribet,udah verifikasi data tp selalu gagal dan di tolak. padahal untuk sebelumnya belum pernah pake/terdaftar. agak kecewa sih,ternyata masih lebih gampang pake aplikasi gopay gak ribet. sekali verifikasi selesai;Negative
Apaan sih ini. Kagak bisa login sama sekali, udh gue update google nya kenapa masih aja kagak bisa masukkkk! Tolong diperbaiki lagi developer!!!! Gue baru aja mao nyoba pake ovo malah gini;Negative
Kenapa sy tdk bisa upgrade ke Ovo Premier?. Alasannya data KTP tdk sesuai dengan data di Dukcapil. Sy buat rekening di Bank, Kartu Kredit, SIM dan pasport pakai KTP yg sama. Bisa dibantu kah?;Negative
Transaksinya cepat dan cs nya juga fast respon jadi ga khawatir tiap bertransaksi kalo misal gagal dan saldonya udh kepotong otomatis bakal di refund hanya dalam waktu seperkian detik! Woahh-- ini nilai plusnya ovo sih;Positive
Banyak ulasan yg mengecewakan... Buat teansfer pun gagal mulu. Padahal sinyal stabil bagus malah. Makin bobrok ni APM;Negative
Baru buka aplikasi langsung muncul keterangan data tidak sesuai . Padahal data semua sama , ini aplikasi gimana sih kok ngak jelas ..saya sudah log out tolong hapus semua dataÂ² saya yang sudah masuk;Negative
Sangat lelet pengisian token listrik... Tiba di perlukan tidak bisa cepat ,, harus proses lagi... Menunggu peroses 24 jam... Ngisi token listrik harus cepat dong,, kan orang ngisi karena perlu listrik... Apalagi di malam hari.... Hadeh ... Parah...;Negative
09/03/2023 kenapa seharian loadingnya lama bgt, dari jam 00:01 sampai jam 22 susah masuk, baru kali ini parah, update udh, internet stabil, restart HP sudah, memory HP masih banyak ruang penyimpanan, tolong penjelasan dari pihak aplikator, saya mau transaksi susah bgt. Maaf sementara â­, klo sudah bagus â­â­â­â­â­ Thanks. Maaf ini saya udh coba pake HP lainnya juga gk bisa, tolong perbaiki segera. Bukan jawaban via CS email dll, terlalu panjang;Negative
Aplikasi sampah, link kadaluarsa padahal baru hitungan detik, kalo gabisa bikin aplikasi mending hapus aja dari PlayStore;Negative
Anjir, udah minta kode OTP Gak dikirim Â². Dicek WA, SMS, Gak ada semua;Negative
Untuk sementara, Bitang 3 aj dulu .kalo nggak ada kendalanya nanti baru saya tambain lagi dua bintang;Neutral
Fix hari ini parah banget ,disaat lagi urgent dari pagi sampe malam ga bisa tarik tunai sm tranfer bank ,klo dibilang lagi gangguan ya ga wajar masa seharian belum bisa normal trus malah top up atau pembayaran lain masa bisa???ðŸ˜¡;Negative
Cukup mudah tapi masih ada sedikit kesulitan. Kl kita telat buka OVO nya waktu habis harus bikin ulang lagi setting pembayaran nya;Positive
Setiap transaksi ke sesama ovo gangguan mulu tapi di suruh update terus;Negative
Ovo sangat membantu dan memuaskan, baik dari segi keamanan maupun pelayanan ðŸ‘ðŸ‘ðŸ‘;Positive
Aplikasi bongkrangan dikit-dikit abdet teransaksi lambat... bongkrangan!!!!!!!;Negative
Kuotaku kok cepet banget disedot sama aplikasi ini. Cuma buka sebentar aja beli pulsa udh kyak buka scrool youtube aja. Lambat lagi pulsanya masuk. Aplikasi kurang memuaskan ðŸ˜¥;Negative
aplikasi nyusahin orang ..udah di top up pas mau di pake malah error..akun di blokir sementara ..mikir2 lagi kalau mau top up;Negative
saya gagal terus saat upgrade ovo. katanya kesalahan data di Dukcapil. padahal udah bener di Dukcapil.... klo di aplikasi sebelah udah beres pas verivikasi, tapi klo di ovo kok gagal terus sehh... ?;Negative
Cepat dan bagus pelayanannya;Positive
lama banget loading masuk nya padahal habis tf ada yg tlpon kluar saya mau liat resi tf malah keburu hangus gara gara loading masuk nya;Negative
Kenapa saya tidak bisa masuk akun kembali, malah diminta update gool3play services, gak jelas!;Negative
Apk aneh banget emang ya, buat Transaksi beli pulsa beli paketan bayar tagihan lama bener proses nya giliran top-up aja cepet masuk nya giliran kaya gitu aja lama bener masuk nya, contoh tadi saya beli paketan udah tau buru buru buat kerjaan malah lama masuk akhir nya saya beli pulsa kan buang buang duit emang guna saya pakai ovo biar permudah malah di bikin sulit bener bener bikin emosi. Males lama lama pakai apk ini lemot!;Negative
Baru nyoba sih,tapi Bagus. Tf cepat. Semoga sukses selalu buat deloper n perusahaan OVO;Positive
Nggk bisa buat transfer ke bank lain, erorr kali yh.. Kalau begini terus sepertinya wajib pindah ke app lain.;Negative
Apk tidak bisa dibuka, butuh coneksi internet yg kuat.;Negative
"Parah aplikasinya lelet berat banget loading padahal internet stabil, padahal buru"" mau pake, buka aplikasi yg lain aman"" aja";Negative
Kenapa dikit2 minta masukkan nomer telpon, jadi kurang nyaman beb, besok2 dikit2 minta verifikasi wajah kayak dana.;Negative
Cocok untuk semua bertransaksi, pembayaran tagihan2ðŸ‘ðŸ‘;Positive
Aplikasi tidak jelas, apgred ke ovo primer gagal mulu padahal data pribadi dan udah jelas masih aja gagal, sudah buat pertanyaan juga gak ada hasilnya, moga diperbaiki lagi.;Negative
Sering bgt eror, masalah transfer bukan sekali dua kali gabisa.. asuuuu;Negative
"Paraaaaaahhhhhh lemot vsan apk nya sangat berat dan gk bisa di buka, muter aja terus loading, pdhal jaringan stabil, buka apk yg lain aman"" Aja ðŸ‘ŽðŸ‘ŽðŸ‘Ž Tolong di bnrin dong apk nya, saya udah 5 thn pake ovo baru kli ini merasa sangat kecewa dgn apk ini";Negative
masa internet lancar ga bisa kebuka aplikasi nya heran, padahal lagi perlu2 nya;Negative
Ini gimana to kok mau upgrade ke premier susah bgt, udah nyoba lebih dari 5x ga ada hasil tolong dong dipermudah,, udah kirim email blm ada balasan juga. segera ditangani yaa makasih;Negative
ops kamu gak bisa login,prangkat kamu sudah di modifikasi,ayo setel ulang ke pangaturan asli,lalu download ulang di google play....lah ini gua pake hape baru beli resmi bergaransi,masa iya di bilang sudah di modifikasi,mana di dalem akun OVO ada saldonya,trus saldo gua mau lu apain hah? dasar APK gak jelas,pantes aja kurang peminatnya.;Negative
Aplikasi sering error gak kaya aplikasi sebelah hahaha, beli pulsa aja gagal mulu. Gak guna.;Negative
G bsa login. Gmna mau kelar ini urusan duit. Kirain udh update mudah loginnya. Eh taunya sama aja. Sedot terus kuota customer....;Negative
Mantep.. OVO aplikasi yg sangat mudah digunakan.. transaksinya mudah cepat. Tidak banyak iklan. pokoknya mantep. Saya suka banget dengan OVO.. jaya terus OVO.!!!;Positive
Kalau mau beli apa pun sangat mudah, tapi proses pembayaran nya lama.;Neutral
Mohon untuk top-up saldo pengemudi grab kalau bisa max 500rb sampe 1juta. Biar ga dikit2 top-up.. Nyari untung banget. Ini kalau sudah dirubah bisa top-up max 500rb saya kasih bintang 5.;Neutral
Saat mencoba investasi, dana yang masuk sangat lama, bahkan lebih dari seminggu, padahal di kotak laman deskripsi tertulis maksimal hingga 3 hari kerja, tapi ini lebih lama dari yang dijelaskan di deskripsi sedikit kecewa, mohon untuk di percepat saat pembelian saham investasi, karena naik turun nya harga di hari kedepan tidak tau jika nanti turun atau naik;Negative
Aku kasih 4 ,,dan semoga ada peningkatan di fitur bukan di biaya nya;Positive
Tolong perbaiki akun OVO saya, saya tidak bisa login akun OVO, dengan keterangan aplikasi/perangkat sudah dimodifikasi. Padahal saya ga ngapa-ngapain, mana ada saldonya pula!;Negative
Saya tidak bisa upgrade 2x tanya cs jawabannya lama, copy paste, ga ada solusi. Di suruh update data tp ga tau data apa yang harus di update di tanya jawabannya copy sama jawaban sebelumnya. Saya update ke premium di apk sebelah 1x percobaan bisa ini smpe berminggu minggu masih ga bisa itungin aja tuh berpa kali gua gagal;Negative
Parah sekali, jaringan udah bagus tapi ga bisa masuk, harus pake wifi aja baru bisa masuk;Negative
Mudah Transaksinya. MudahÂ²an Amazing dan Amamah.;Positive
Sgt mudah mengoperasikannya,sgt membantu,terus berbuat yg terbaik ovoðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘;Positive
Aplikasi dah terupdate tapi veripikasi email gagal terus padahal email aktif dh benar. Jaringan data dan wifi stabil full. Aplikasi ma errot. Mohon tuk pihak ovo dicek aplikasinya.;Negative
Transaksi cepat, tinggal klik langsung beres;Positive
Parah kecewa upgrade saya selalu gagal padahal semua Uda sesuai KTP dan ini pertama kali saya. Saldo saya jadi ga bisa di transfer lagi di pakai. Kecewaa!!!!! Bagaimana saldo saya balik Uda top up tapi upgrade nya gagal;Negative
Mantap buat transaksi cepat...ovo oke bgt..;Positive
Belum ada perubahan lebih baik, juga schema system makin aneh... Sebelum top up voucher masih ada, setelah top up tibaÂ² voucher habis. Lanjut di saldo withdraw balik lagi vouchernya. Pantesan tokped pilih gopay. Saya pengguna lama ovo sangat kecewa dengan aplikasi ini.;Negative
minusnya setiap topup ada potongannya . transfer bank sebaliknya digratiskan beberapa kali dalam sebulan. seperti apk sebelah;Negative
Wah luarbiasa, mudahan banget dg ovo semua jadi gampang dan cepat jg simpel;Positive
Ini saya baru dwonload terus saya topup giliran mau transfer error kenapa bisa gitu ya tolong applnya di bagusin;Negative
Udah lama pakek ovo.. Biasanya lancar buat transaksi TF... Sekarang sama sekali tidak bisa di pakek tranfer;Negative
Transaksi nya gampang & cepat banget....;Positive
Aplikasi terburuk yang pernah gue paket, nyesek banget sumpah pake ni aplikasi, ribet susahnya minta ampun, di update ke primer bukanya lebih bagus, malah ngga bisa buat transfer ke rekening bank atau sesama ovo, sangat tidak recommended.. . . Aplikasi ngga berguna, maaf saya uninstall. Karena bukanya mempermudah malah bikin orang EMOSI!!!;Negative
Apk beg0000 susah masuk,tiba tiba akun di blokir..(T000L000L;Negative
Data sudah masuk semua. Sampe paket habis . Blm juga masuk... Kebanyakan nunggu. Udah sampe kepala botak. Sampe numbuh rambut blm juga masuk Parah...ini aplikasi;Negative
Proses pembelian pulsa nya lambat banget. sedang proses TF lancar gak ad kendala. Sampai sekarang belum selesai. Tolong di perbaiki lagi;Negative
Tolong saran nya maslah investasi garfik ny naek tapi saldo nya tetep segituÂ² aja kaga naikÂ²saldo ny udh hampir seminggu gituÂ²teruz;Negative
apa sh, dikit2 updat dikit2 update gajls pdhl udh enak make ovo tpi makin kesini makin kacau, updaaate terus belum ada sebulanudj update lg, mau buka aplikasi harus update;Negative
Saya padahal selalu update aplikasi Ovo di Google play store tapi ke napa pas di update malah setiap proses pembayaran non tunai selalu lambat mohon untuk perbaiki lagi sistemnya #makasih;Negative
Kenapa ya kok aplikasi nya ga bisa dibuka2,, padahal jaringan bagus, pending terus, udah saya hapus dan instal lagi mau masuk nya tetep ga bisa, mohon di perbaiki;Negative
Mau nutup akun sangat sangat berbelit belit, di persulit sampe pulsa habis untuk telfon berkali kali. Padahal mau nutup akun supaya bisa ganti nomer biar upgrade ke ovo primer. Tolong lah jangan di persulit. Dan sekarang masalah belum clear udah dapet notif suruh beri rating dan komentar yang bagus ðŸ¤¦â€â™‚ï¸;Negative
Maaf ini bagaimana ya kok aplikasi Ndak bisa dibuka gagal memuat konten terus padahal saya perlu buat rekap bulanan, tolong perbaiki lagi kualitas nya kan gak lucu kalo sampai bablas Ndak bisa dibuka aplikasi nya;Negative
Aplikasi makin gk jelas, transaksi lemot..beli pulsa harganya gk konsisten..sekalinya konsisten kasih harga, malah harga pulsa naik;Negative
payah.. error trus klo mau masuk harus sign in dlu, tapi tetep error. padahal sebelum update gk pernah kyk gini. merugikan konsumen ini namanya. saya udh memberi kepercayaan tinggi dengan menaruh saldo yang bnyk eh malah error. mending pindah ke app sebelah dah.;Negative
Lambat sekali, untuk verifikasi finger saja susah;Negative
Sangat membantu, tampilan oke, tidak pernah ada erorr kecuali limit saldo, mohon kepada development ovo untuk naikkan limit saldo lebih dari 20juta;Positive
Saat ini. Aplikasi tidak bisa di buka, tolong di bantu...;Negative
Parah banget masa gabisa buat transaksi, kalau mau transaksi selalu gagal padahal internet sudah stabil. Sudah di upgrade dan reinstal pun tetap sama. Developer tolong di perbaiki, supaya tidak ada yang di rugikan.;Negative
Parah lemotnya udah pakai wifi padahal...mending jangan pake ni aplikasi buat bisnis dah;Negative
lumayan si harus nya kayak dana transfer gratis kesemua bank selama 10 kali dalam sebelun.;Positive
Sering gagal atau error kalo mau tranfer hampir setiap jam bukan tiap hari lagi tapi herannya kalo topup lancar banget kocak kan IT nya terlalu kocak update hampir tiap minggu tapi keluhan pengguna gapernah di kroscek dan di benerin aneh emang;Negative
Ketiaka log in ulang setelah uninstal susah. Masih lebih powerfull aplikasi D***;Negative
Transaksi jadi lebih gampang dan cepat,;Positive
Lemah verifikasi nya lama.. udah premium update mesti verifikasi ulang payah;Negative
Kok saldo saya berkurang 1rb walaupun berkurang kecil tapik itu masi berharga bagi saya tolong di perbaiki ya udh saya kasi 5 bintang;Negative
Saya pernah kena penipuan via opo (hp kakak saya di hack lalu pinjam uang). 2 menit setelah transaksi saya baru tau klo itu penipuan. Saya langsung telp CS OVO untuk dibekukan uangnya. Tapi no respon, ga ada tindak lanjut. Mengecewakan;Negative
aplikasi yg sangat membantu,cukup ringan di pasang di hp ram kecil juga enak di gunakan.;Positive
Parah banget... Harus selalu pakai wifi baru bisa transaksi;Negative
Transaksi selama ini tidak memuaskan. Dan hanya imingÂ²an saja.;Negative
Transaksi lebih mudah pakai OVO aja, simple dan banyak diskon nya;Positive
Tiap 2-3 harus update terus,dalam sebulan ada belasan kali update. Kenapa sih seperti itu;Negative
Aplikasi OVO kebanyakan update terus. Padahal masih dibulan yg sama udah 4x update. Ga ada perubahan sama aja, tapi minta update terus. Bikin memori penuh aja. Tolong sekali update udah versi sangat terbaru dan ga perlu selalu terbaru di bulan yang sama.;Negative
Baru hari sabtu 4/03/2023 update sekarang tgl 6/03/2023 update lagi ini ada apa sih sebenernya apa sistem update kemaren masih kurang??!!!! KENAPA GAK SETIAP JAM AJA UPDATE LAGI!!!! BIKIN SUSAH AJA SEKALIAN ORANG ORANG BARU BEBERAPA HARI YG LALU UPDATE UDH UPDATE LAGI!!? UNTUK APA? PERBAIKAN BUG? BERARTI IT KALIAN GAK BECUS MENGATASINYA!!!! SISTEM KEAMANAN KALIAN MASIH LEMAH,GAMPANG DI BOBOL TAU!!! TAPI JANGAN SEHARI/DUA HARI UPDATE LAGI SAYANG QUOTA INTERNET ORANG!! BODOH!!! DI EMAIL JG GK BS!!;Negative
Aplikasi berat lemot banget mau buka aja lama padahal kuota ada tp mau buka aja lama berat banget;Negative
Mekanisme pemberian cashback nya buruk dan tidak tahu apakah dapat cashback atau tidak dengan kata lain tidak jelas, harus isi saldo dulu baru kelihatan. Buruk sih menurut saya tidak simple dan transparan.;Negative
Login selalu gagal, link yg dikirim selalu sudah kadaluwarsa ketika di klik padahal nomer dan yg lainnya sudah diisi dengan sesuai;Negative
Kenapa saya upgrade ke ovo premiere verifikasinya lama sekali? Sudah lebih dari 1 hari masih dalam proses upgradenya. Giliran top up aja cepat . Tolong perbaiki lagi dong. Cuma upgrade ke ovo premiere aja lamanya minta ampun;Negative
Buruk banget, transfer tidak masuk padahal status berhasil;Negative
Kenapa enggak bisa dipakai? Padahal ada saldonya. Kalau belum punya ktp gimana. Sayang banget udah diisi saldo juga, emang harus up ke premier dulu yakk;Negative
Sangat tidak bagus beli voucher tapi tidak bisa di redeem dan banyak gangguan padahal jaringan sangat bagus;Negative
Aplikasi bagus, saya gunakan untuk mentransfer ke saudara saya yang jauh juga bisa, pokoknya ini aplikasi the beast ðŸ‘;Positive
Aplikasi money digital terbangsat yg pernah ku pakai dan gunakan, limit cuman 20 JT, sinyal lelet, padahal 5G LTE buka aplikasi lainya fine fine aja. Memang kalian ini sepertinya mulai coba coba tahan tahan dana nasabah;Negative
Isi ulang ovo mahal udah kena adm di tempat pembelian kena potong juga saldo yg di beli, contoh beli saldo 50.000 adm 3.000 dan saldo yg masuk cuma 49.000 hedeh, transaksi dalam proses aja bukannya simple malah bikin ribet saldo kepotong di tujuan belum masuk, sudah ke sekian kalinya seperti ini, bobrok!!!!;Negative
Jaringan internet stabil, tapi login nya lama;Negative
Masa sih minta di update mulu tiap mau make, kn lagi ngantri buat pembayara pasti mau masuk minta di update lagi, masuk update lagi. Ribet donk jadi memperlambat pembayaran, dapet tf an yg kena biaya adm nya motong dr yg di tf rugi jadinya. ðŸ¤¦ðŸ»â€â™€ï¸ðŸ¤¦ðŸ»â€â™€ï¸ masih ada saldonya mau make tp jadi males krn udh minta update lagi ðŸ¤¦ðŸ»â€â™€ï¸;Negative
Akun ovo saya ko enggak bisa di buka pada hal sudah sama dengan no whatsapp saya, beda dengan akun Dana cukup menggunakan no whatsapp kode verifikasi Link yang di kasih oleh pihak Dana dan verifikasi wajah tanda pengenal jika lupa pin atau kata sandi, begitu juga dengan cara mendaftarnya cukup menggunakan email dan no whatsapp, harapan saya ke depan nya ovo lebih stabil dan bagus lagi tanpa potongan pajak yang terlalu besar, dulu ovo selalu saya gunakan tapi semakin kesini enggak stabil lagi;Negative
Sangat membatu dalam pembayaran banyak merchant dan tagihan. Mudah dan banyak promo. Terima kasih;Positive
Gak ada menu buat transfer, parah dah instal ulang, dah log out log in tetep gak ada menu transfer keluar , gimana nih !!;Negative
aplikasi ini kenapa ya ? mau login aja lama bgtt pdhal jringanku lancar. mana pas mo di upgrade lama trus gagal mulu.. tolong diperbaiki ya;Negative
Mengecewakan apk ovo, bohong promonya, katanya ada cashback 7% minimal pembayaran tagihan telkom dan yang lainnya 250.000 berlaku tgl 2-8 maret 2023, taunya bohong, barusan saya lakukan pembayaran tagihan pembayaran telkom Internet sebesar 283.000 tapi tidak ada cashbacknya. Bohong........;Negative
Tolong lah perbaiki apknya, saya mau transfer, tapi sehabis top up mau buat transfer, disuruh nunggu 1x24jam dulu setelah top up ini gimana.....;Negative
Kalau lupa password dan email nya jg yang terhubung ovo jg tidak bisa terbuka/ anggap hilang, lalu bagaimana cara membukanya, sedangkan pas isi no telp selalu terhubung email yang lama, Dengan kata lain kolom pengisian emai baru tidak tersedia..;Negative
Perubahan kebijakan biaya admin Rp. 1.000,00 (seribu) gak enak.. Alihkan ke selain OVO bebas biaya admin, payah pernah permintaan CS mengalami kebingungan kok tidak masuk cashback, UNINSTALL byeee;Negative
Aneh setiap saya mau buka aplikasi yang ada di ovo cash selalu coba lagi terus ga masuk masuk;Negative
tolong di perbaiki aplikasi nya 1minggu ini sudah 2x terjadi error;Negative
Ovo dah bagus tapi tambahin xbox gamepass sama e payment untuk alfamart juga fix bugnya;Neutral
makin kesini makin ga enak makenya, di bukanya payah padahal sinyal aman aman aja buat jaringan yg Laen;Negative
Susah di buka ovonya padahal mau topup saldo tapi susah di buka security kodenya benar tapi susah harus nunggu 5-10 menit untuk membukanya tolong di perbaiki supaya lebih nyaman;Negative
Puas banget,, tpi kenapa harus terus update apknya nmbah2 penyimpanan;Positive
Laporan top up berhasil saldo gak nambah komplain prosesnya lama ,tlg diperbaiki dipercepat penangananya;Negative
Transaksi lebih mudah , upgrade ke premium cuma sekali;Positive
Mantap sangat mudah menggunakannya, dan sangat membantu..;Positive
Payahhhhhhhhhhhhh aplikasi nya parahhhhh mending aplikasi sebelah. ..buka aplikasi nya aja lama nya minta ampun...padahal pake wifi buka aplikasinya tp ttp aja lemot tambah lama...gak usah di download aplikasinya mending hapus aja...;Negative
Tempat pkl terbaik, ruangnya nyaman dan bersih , pembimbing pkl nya pun sangat asik dan ramah sangat recommended buat siswa siswi smk yang lagi cari tempat pkl;Positive
Sya Sangat puas menggunakan apk OVO ini,, apa lgi klo pasar uang nya 1 bulan sekali sudah di keluarkan hasilnya bertivasinya,;Positive
Aplikasinya kurang jelas udh 5x upgrade ngga ada yang bisa, bantuannya juga ngga berguna;Negative
gagal transaksi, tapi saldo kepotong, rugi bandar ini mah, nominalnya g dikit lo ini, mohon bantuannya;Negative
Yuk rame rame uinstal biar kapok dev nya. Apkikasi bodong gak bisa digunakan lagi..beralih ke Dana jauh lebih bagus.;Negative
Bagus jd gampang transaksi. Tapi sayang sering eror;Neutral
Malah gak bisa login katanya aplikasi sudah di modifikasi , jadi pertanyaan di modifikasi siapa orang gak ada yang tau security code saya selain pihak dari ovo;Negative
Aplikasi ng3nt0d emang ini sering eror gak bisa transper. . Paling ngeselin. Najis;Negative
Transfer ke rekening bank tidak masuk masuk. Email cs no respon.. paraaah!!!;Negative
Sangat membantu sekali... Cepat untuk semua transaksinya;Positive
Saya sangat kecewa dg apk ini,,mau uograde ke premium susah nya minta ampun udah masuk 2 hari blm juga selesai...;Negative
Mau kirim uang lewat ovo, salah masukin kode 3x harus nunggu satu jam, satu jam berlalu masukin nomer lagi masih harus nunggu satu jam lagi kenapa ini sama aplikasi, uang saya di aplikasi lagi hadeehh;Negative
Kalau ada penilaian dibawah 1 bintang..pasti saya pilih... Transaksi tertera berhasil, tapi pulsa tidak sampai ke nomor tujuan, konfirmasi susah dan dana sudah kepotong.... Dan tidak balik kembali saldonya;Negative
Menggunakan voucher cash back pembayaran tagihan 7% sd 25.000 minimal transaksi 250.00. Setelah sukses transaksi tidak dapat cash back. Payah aplikasi ini.;Negative
Jangan lagi pakek ovo susah ribet transfer saldo terpotong uangnya tidak masuk Sudah berapa kali di chat pusat bantuan gk ada respon lebih baik carik aplikasi yamg lain ribet pakek ovo ngirim gk masuk masuk sebelum kenak juga lebih baik cari yang lain;Negative
Terlalu sering d suruh update k versi terbaru, jadi mau gk mau harus d perbaharui karna kalo tidak, tidak bisa d buka apk nya, terkesan pemaksaan.;Negative
Saya kecewa berat sama aplikasi ini, sudah premium ya tetap gak bisa transfer bank;Negative
Sayangnya fitur tarik tunai tidak tersedia pilihan agen BRILink, OVO akan lebih sempurna jika tarik tunai bisa dilakukan lewat agen BRILink;Neutral
Ini kenapa sih bug mulu. Bayangin open ovo aja bisa semenitan loadnya setelah masuk pin. Lagian heran ngapain sih tiap buka aplikasi harus masuk pin. Ngeribetin banget ajg, ewallet lain aja ga senyusahin itu;Negative
"Ini gmnh sih tranfer ggl trs, ga bsa di pake bisnis klo gini, pembisnis harus kerja cepat klo lelet gmnh, aturan lancar bisa tersendat"" klo Kya gini.";Negative
Ribet mau upgrade aja susah minta ampun , gara2 lupa data nyangkut di akun yg lama;Negative
Parah sekarang banyakan eror TF ke temen uang nya gx tau kmn.padahal di aplikasi berhasil TF ke temen tpi gx ada masuk masuk. saldo jg udh kepotong.hubungi CS nya bisa nya cuma suruh nunggu trus.kapok pakai ovo mending ganti aplikasi lain.;Negative
Lama gk buka app begitu buka masukkan pw eror mulu gimna nih ? Sedikit sedikit eror kalo lama gk buka app Dikit dikit akun blokir padahal baru isi saldo dan selalu terjadi setiap selesai isi saldo;Negative
setelah d update malah gk bisa d buka, tolong d perbaiki;Negative
Terimakasih ovo selalu membantu untuk transaksi yang lebih baik;Positive
Ini aplikasi banyak menyiksanya bayar spp universitas tidak ada yg bisa percuma diberi daftar pembayaran kalo tdk bisa dilakukan .mohon dong diperbaiki .masak kalah dengan aplikasi e wallet yang lain;Negative
Udah 2 hari nih gak bisa transfer ,maintance trus gak ada perbaikan system ,kecewa juga nih nyimpen saldo di ovo;Negative
Makin susah saja upgrade ke premium , padahal data sudah jelas semua,. Tp gagal terus jadi males pake ini aplikasi;Negative
Sangat mudah, Cepat Dan Sangat Puas;Positive
